pH,tds,turbidity,bod,cod,temperature,heavy_metals,intended_reuse,recipe_class,alum_dose,polymer_dose,chlorine_dose,antiscalant_dose
8.74,1273,188,161,473,15,1,Construction,recipe_3,48.76,1.5,4.29,4.18
6.34,1377,95,327,493,37,0,Industrial,recipe_3,38.64,1.24,3.71,3.22
7.27,2046,25,310,633,17,0,Industrial,recipe_3,50.55,1.47,4.34,4.49
5.32,1988,156,73,84,17,1,Industrial,recipe_3,42.58,1.64,4.15,4.23
6.6,1721,30,310,127,30,0,Cooling,recipe_4,10.66,0.23,1.66,3.27
5.47,1097,31,396,336,30,0,Construction,recipe_3,48.32,1.46,4.61,3.96
6.11,1764,165,222,582,26,0,Cooling,recipe_3,51.86,1.68,4.13,4.45
8.92,2058,37,184,431,19,1,Irrigation,recipe_3,46.3,1.31,4.08,3.81
5.32,2426,191,348,783,24,0,Washing,recipe_3,53.02,1.53,4.54,3.78
5.17,1277,75,204,41,32,0,Industrial,recipe_4,8.79,0.19,1.86,2.54
6.69,1861,93,182,551,18,0,Cooling,recipe_3,41.57,1.62,4.26,4.67
6.69,467,97,390,579,30,1,Construction,recipe_3,37.92,1.62,3.74,4.46
6.35,2282,166,15,483,35,1,Irrigation,recipe_3,41.21,1.66,3.97,3.58
8.45,2411,20,391,131,21,1,Irrigation,recipe_3,45.61,1.52,4.24,3.57
5.27,2614,65,30,615,25,0,Irrigation,recipe_3,45.18,1.36,3.42,4.19
5.96,2430,60,80,563,16,0,Irrigation,recipe_3,44.44,1.61,4.51,3.88
5.25,918,56,185,227,32,0,Irrigation,recipe_4,8.05,0.21,1.84,3.4
5.5,2412,110,123,98,35,0,Construction,recipe_3,38.99,1.22,3.92,3.25
8.44,1235,167,383,768,23,0,Irrigation,recipe_3,49.78,1.39,4.13,4.49
8.9,2382,188,316,352,30,0,Cooling,recipe_3,47.57,1.43,4.19,3.82
8.46,1844,181,303,50,28,0,Irrigation,recipe_3,46.43,1.54,4.79,4.49
7.98,2140,171,362,420,36,1,Cooling,recipe_3,40.59,1.52,3.54,3.87
5.77,1417,110,96,49,22,1,Cooling,recipe_3,38.68,1.55,4.64,3.89
8.31,831,139,210,749,26,1,Irrigation,recipe_3,53.2,1.43,4.22,4.55
7.31,296,20,388,776,27,1,Irrigation,recipe_3,49.63,1.76,4.45,4.33
7.74,1861,179,345,45,17,1,Construction,recipe_3,41.68,1.2,3.76,4.75
5.46,2645,15,399,521,38,0,Industrial,recipe_3,38.69,1.48,4.43,4.04
6.15,711,70,162,569,16,1,Washing,recipe_3,51.87,1.26,3.84,3.23
6.58,354,23,321,378,22,0,Industrial,recipe_2,32.32,0.91,2.85,0.0
7.11,1343,38,331,53,39,1,Cooling,recipe_3,44.18,1.36,3.43,4.11
6.56,1186,86,227,280,40,1,Construction,recipe_3,47.7,1.21,4.28,4.09
6.52,2103,79,190,192,40,1,Construction,recipe_3,43.21,1.63,4.33,4.49
8.34,1176,46,236,305,17,0,Cooling,recipe_3,48.23,1.27,4.67,4.72
5.9,2413,66,333,559,28,0,Cooling,recipe_3,50.5,1.31,3.98,4.18
8.41,2511,73,357,486,28,1,Irrigation,recipe_3,47.66,1.67,4.61,3.54
6.93,2197,167,76,744,18,1,Washing,recipe_3,36.7,1.42,4.48,4.53
8.96,2124,71,224,724,18,1,Cooling,recipe_3,36.54,1.44,4.0,3.68
8.53,2402,57,232,59,22,0,Washing,recipe_3,37.85,1.72,4.31,3.81
5.47,1057,90,153,743,17,1,Construction,recipe_3,45.17,1.52,3.37,3.63
8.7,399,152,382,564,29,1,Construction,recipe_3,48.69,1.38,4.19,4.67
6.62,697,31,268,748,30,0,Cooling,recipe_3,36.96,1.53,3.53,4.11
6.87,2863,189,236,434,21,0,Irrigation,recipe_3,46.8,1.58,3.37,3.92
5.64,1273,130,288,616,20,0,Cooling,recipe_3,43.47,1.51,4.75,4.11
8.8,1176,83,96,567,28,1,Construction,recipe_3,38.88,1.7,4.53,4.31
7.46,2463,127,99,489,22,0,Irrigation,recipe_3,51.86,1.22,3.74,3.26
7.27,1638,90,108,399,40,0,Industrial,recipe_3,52.4,1.27,3.43,4.08
6.26,583,156,203,54,33,0,Irrigation,recipe_4,8.68,0.21,2.09,2.96
8.7,1664,188,63,732,18,0,Cooling,recipe_3,39.08,1.42,3.48,3.61
5.91,1186,60,121,799,37,1,Cooling,recipe_3,38.03,1.56,4.5,4.65
8.45,1507,81,63,144,29,1,Washing,recipe_3,49.92,1.69,4.59,4.31
6.67,2106,153,125,68,27,0,Washing,recipe_2,38.72,0.93,2.51,0.0
7.6,2698,105,349,771,24,0,Industrial,recipe_3,39.22,1.5,4.56,4.73
7.42,1466,21,267,695,29,1,Cooling,recipe_3,53.78,1.6,4.36,4.06
5.88,2826,184,234,701,24,0,Irrigation,recipe_3,44.15,1.3,4.14,4.34
6.6,693,194,299,369,28,1,Cooling,recipe_3,39.67,1.58,4.64,3.21
5.48,1968,46,387,472,28,0,Washing,recipe_3,36.66,1.24,3.45,3.76
6.86,1599,84,329,776,20,0,Construction,recipe_3,37.01,1.37,4.31,4.3
8.66,2714,79,149,529,28,0,Industrial,recipe_3,38.59,1.72,4.61,3.58
5.69,1059,69,45,286,28,1,Irrigation,recipe_3,49.91,1.69,4.49,4.35
6.93,732,97,27,491,16,1,Washing,recipe_3,47.44,1.38,3.63,4.67
7.15,2875,31,184,323,23,0,Irrigation,recipe_3,50.25,1.45,3.86,4.74
7.28,487,24,256,661,33,1,Industrial,recipe_3,39.1,1.66,4.52,3.9
6.63,2687,91,79,358,21,0,Irrigation,recipe_3,51.61,1.45,3.82,4.52
7.77,2183,105,166,383,19,0,Washing,recipe_3,49.87,1.78,4.35,3.62
8.7,1564,44,17,227,36,0,Construction,recipe_4,11.3,0.19,2.23,3.05
7.89,530,8,346,76,37,1,Cooling,recipe_3,39.99,1.33,3.9,3.47
7.84,1068,54,169,531,26,1,Cooling,recipe_3,44.08,1.35,3.55,3.73
6.5,2679,90,38,527,23,1,Washing,recipe_3,37.37,1.2,3.93,4.07
6.69,1339,194,62,331,36,1,Cooling,recipe_3,42.52,1.24,4.28,4.4
8.7,939,139,188,693,33,1,Washing,recipe_3,50.23,1.46,3.48,3.45
7.63,2655,176,168,257,21,1,Industrial,recipe_3,44.01,1.72,3.42,3.6
7.84,1361,60,315,655,31,1,Irrigation,recipe_3,43.83,1.77,3.25,4.45
5.33,1674,2,270,105,16,1,Industrial,recipe_3,40.24,1.5,4.46,3.69
7.89,1145,45,347,793,21,0,Industrial,recipe_3,43.25,1.7,4.26,4.01
6.63,832,125,328,117,28,0,Irrigation,recipe_4,8.13,0.19,2.05,2.75
8.93,1664,175,155,198,20,1,Irrigation,recipe_3,51.22,1.46,3.29,3.78
6.07,475,31,109,38,23,1,Irrigation,recipe_4,11.8,0.22,2.01,3.03
8.62,1227,193,235,763,38,1,Washing,recipe_3,43.23,1.72,4.7,4.59
8.36,2973,110,283,193,29,1,Washing,recipe_3,40.41,1.46,4.28,3.88
6.02,2593,159,280,756,24,1,Industrial,recipe_3,46.98,1.48,3.4,4.66
6.27,1779,194,187,692,38,0,Irrigation,recipe_3,43.39,1.73,4.76,3.24
8.66,1992,197,221,760,18,1,Cooling,recipe_3,40.56,1.78,3.51,4.44
5.05,2992,18,68,600,37,1,Construction,recipe_3,49.08,1.48,3.87,4.38
8.47,1635,57,194,589,29,1,Industrial,recipe_3,50.27,1.51,4.04,4.72
5.16,1177,5,110,265,40,1,Cooling,recipe_3,44.58,1.38,4.21,4.32
6.71,2733,100,202,745,32,1,Washing,recipe_3,50.41,1.3,3.64,4.19
5.32,2859,151,256,159,35,0,Irrigation,recipe_3,40.68,1.38,4.04,3.26
5.82,451,48,35,584,27,1,Washing,recipe_3,48.66,1.21,4.37,4.39
8.8,2663,64,263,563,16,1,Irrigation,recipe_3,45.39,1.23,3.86,4.07
6.06,1831,94,155,792,16,1,Irrigation,recipe_3,50.16,1.46,4.17,3.85
8.75,631,133,63,723,40,0,Irrigation,recipe_3,50.06,1.52,3.5,4.2
8.29,1185,40,116,218,37,1,Construction,recipe_3,44.39,1.4,3.25,3.38
5.08,2571,72,398,505,40,0,Irrigation,recipe_3,50.43,1.54,3.77,3.62
7.28,2824,84,60,121,40,1,Cooling,recipe_3,44.45,1.22,3.45,3.75
5.9,2491,95,103,37,26,0,Irrigation,recipe_2,37.74,0.91,2.86,0.0
6.07,1122,153,93,384,32,0,Washing,recipe_3,37.85,1.73,3.68,3.37
5.32,1722,173,287,645,36,0,Industrial,recipe_3,51.95,1.22,4.76,3.91
5.57,1931,130,227,635,27,0,Washing,recipe_3,41.82,1.62,4.39,4.35
6.95,1839,163,110,195,24,1,Cooling,recipe_3,53.69,1.61,3.86,3.71
8.59,1172,15,82,312,40,1,Irrigation,recipe_3,45.63,1.59,3.33,3.67
7.73,2364,142,123,222,30,1,Industrial,recipe_3,44.03,1.23,4.3,4.64
7.44,2665,68,184,312,30,1,Industrial,recipe_3,42.8,1.8,3.5,4.73
7.09,2918,195,271,226,34,1,Construction,recipe_3,50.01,1.47,4.46,4.26
5.6,2142,138,346,58,21,0,Cooling,recipe_3,38.76,1.78,4.21,4.4
6.23,2100,2,248,427,23,0,Construction,recipe_3,49.91,1.75,3.45,4.15
5.17,1167,111,317,752,16,0,Industrial,recipe_3,52.72,1.76,3.69,3.75
6.47,1970,5,266,162,26,0,Irrigation,recipe_2,36.32,1.02,3.39,0.0
7.43,2156,186,377,235,19,1,Irrigation,recipe_3,42.37,1.46,3.83,4.17
7.17,536,62,174,350,36,0,Industrial,recipe_4,8.61,0.22,1.99,2.51
5.8,2599,49,240,469,30,0,Industrial,recipe_3,52.3,1.23,4.37,4.17
8.82,237,81,335,217,37,1,Construction,recipe_3,49.12,1.43,3.36,3.57
7.85,2601,172,223,746,25,1,Construction,recipe_3,40.68,1.67,4.17,3.42
7.68,2401,160,370,62,27,1,Industrial,recipe_3,51.53,1.79,3.2,4.1
7.14,2464,123,96,549,39,0,Construction,recipe_3,38.01,1.48,4.25,3.34
5.59,1126,21,399,447,27,0,Industrial,recipe_3,50.63,1.62,3.8,4.19
7.55,2076,183,297,610,18,0,Cooling,recipe_3,49.79,1.46,4.1,3.53
6.85,205,32,339,317,28,1,Cooling,recipe_3,49.11,1.78,4.4,4.25
5.18,1136,78,241,357,17,0,Washing,recipe_3,42.89,1.66,3.38,4.35
7.1,690,172,16,37,16,0,Industrial,recipe_1,20.87,0.55,2.06,0.0
6.62,1703,62,37,442,17,1,Washing,recipe_3,41.13,1.4,4.29,3.33
6.82,614,13,127,713,31,0,Cooling,recipe_2,29.81,1.16,3.14,0.0
7.35,1391,85,200,481,34,1,Irrigation,recipe_3,51.33,1.7,3.76,3.61
7.27,503,29,128,318,19,1,Industrial,recipe_3,49.2,1.66,4.63,3.68
6.76,2476,167,288,107,37,0,Construction,recipe_3,51.0,1.46,3.46,4.49
8.65,2787,27,345,242,40,1,Construction,recipe_3,49.69,1.56,4.03,3.34
8.01,1461,71,130,659,31,0,Construction,recipe_3,49.8,1.35,3.35,4.54
8.39,598,75,206,617,30,0,Irrigation,recipe_3,38.0,1.66,4.02,3.83
6.59,994,25,32,185,15,0,Cooling,recipe_1,18.59,0.42,2.28,0.0
8.72,663,131,14,571,23,1,Industrial,recipe_3,36.73,1.69,3.74,4.66
7.63,1128,92,82,77,26,1,Cooling,recipe_3,46.13,1.59,3.35,3.22
8.33,239,52,348,155,27,0,Construction,recipe_2,31.71,0.8,2.89,0.0
5.91,1662,164,232,623,27,1,Irrigation,recipe_3,52.33,1.63,3.67,3.6
7.61,1018,113,158,389,29,1,Irrigation,recipe_3,38.31,1.21,3.64,3.67
8.27,1304,193,221,497,21,1,Washing,recipe_3,51.11,1.41,4.21,3.69
6.71,1069,189,33,697,31,1,Construction,recipe_3,36.77,1.43,4.02,3.58
6.07,256,145,181,302,23,0,Irrigation,recipe_4,10.39,0.2,2.1,3.4
6.67,970,196,238,482,34,1,Irrigation,recipe_3,37.59,1.5,3.67,3.89
5.99,1219,82,156,704,22,1,Construction,recipe_3,52.31,1.24,4.63,4.45
7.4,1794,57,103,204,22,1,Washing,recipe_3,52.3,1.37,3.84,4.66
7.41,1161,107,129,710,19,1,Construction,recipe_3,50.87,1.21,4.76,3.99
8.24,2780,150,140,797,32,0,Industrial,recipe_3,52.92,1.41,3.42,3.7
8.65,2148,106,313,618,33,0,Industrial,recipe_3,39.25,1.31,4.54,4.1
8.59,1628,95,298,222,18,0,Industrial,recipe_3,44.96,1.52,4.25,4.42
5.6,483,86,196,450,34,1,Cooling,recipe_3,53.3,1.5,4.48,3.89
6.06,2243,34,78,309,35,1,Construction,recipe_3,46.8,1.78,4.3,4.18
7.29,2982,135,31,235,35,1,Cooling,recipe_3,39.16,1.5,3.37,3.54
7.7,2896,119,362,103,24,1,Industrial,recipe_3,50.27,1.35,3.39,4.02
7.33,453,45,368,673,27,0,Construction,recipe_3,51.64,1.23,3.23,3.55
5.12,1176,75,312,59,16,0,Industrial,recipe_3,36.36,1.35,4.37,4.49
8.29,1299,92,99,216,28,0,Irrigation,recipe_4,8.52,0.21,1.69,2.56
7.9,2230,188,178,316,33,0,Irrigation,recipe_3,49.92,1.29,3.78,3.54
8.34,948,64,292,536,19,0,Construction,recipe_3,42.1,1.33,4.77,3.84
6.39,1527,130,177,622,34,1,Washing,recipe_3,52.76,1.64,4.08,3.86
6.97,1521,128,237,353,34,0,Construction,recipe_3,51.44,1.31,4.16,3.33
5.91,2231,71,75,162,20,0,Industrial,recipe_4,9.02,0.17,2.36,3.2
7.82,2631,88,338,438,40,0,Washing,recipe_3,46.28,1.63,4.45,3.4
5.4,2584,148,194,273,21,1,Cooling,recipe_3,47.32,1.34,3.74,3.43
6.24,1825,22,177,647,20,1,Construction,recipe_3,52.65,1.59,3.39,3.67
5.41,534,193,25,333,39,0,Irrigation,recipe_2,33.82,0.93,2.58,0.0
6.2,963,24,37,432,24,1,Industrial,recipe_3,53.34,1.72,4.3,4.13
5.2,2850,57,298,238,35,0,Construction,recipe_3,41.87,1.22,3.79,3.42
5.17,2113,64,279,630,38,1,Irrigation,recipe_3,38.66,1.29,4.3,4.8
8.77,394,9,38,270,32,0,Industrial,recipe_1,17.27,0.53,1.92,0.0
5.32,2368,86,362,612,38,1,Construction,recipe_3,37.52,1.3,4.29,4.78
7.06,2706,143,86,435,25,0,Construction,recipe_3,44.29,1.34,4.48,3.43
7.56,1910,24,149,196,20,1,Cooling,recipe_3,41.49,1.5,4.06,3.34
5.61,2186,36,95,90,22,0,Industrial,recipe_2,28.06,1.14,2.46,0.0
7.64,2394,118,123,127,23,0,Washing,recipe_3,52.78,1.68,4.28,3.58
5.05,1813,7,280,712,32,0,Washing,recipe_3,44.53,1.46,3.39,4.61
6.62,564,175,60,467,39,0,Construction,recipe_2,39.29,1.17,2.53,0.0
5.47,1140,194,269,608,32,1,Cooling,recipe_3,53.85,1.67,3.94,3.67
8.68,1186,79,321,238,19,1,Washing,recipe_3,41.07,1.75,4.38,3.8
6.56,903,157,377,353,19,1,Cooling,recipe_3,44.33,1.74,3.45,3.93
7.76,1767,99,79,55,26,0,Washing,recipe_4,10.06,0.2,1.62,2.6
5.93,2845,15,278,649,31,0,Washing,recipe_3,40.66,1.21,4.64,3.87
6.24,924,103,368,367,29,0,Cooling,recipe_3,43.35,1.22,4.54,3.34
6.93,558,165,202,688,20,1,Washing,recipe_3,38.65,1.68,4.77,4.71
8.27,409,30,286,489,26,0,Irrigation,recipe_3,42.85,1.35,3.82,4.18
6.4,1889,117,108,375,24,1,Washing,recipe_3,49.18,1.38,4.52,3.72
6.22,1875,180,380,394,22,0,Cooling,recipe_3,45.28,1.32,3.81,4.21
7.05,1773,197,58,149,37,1,Construction,recipe_3,48.69,1.7,3.78,4.19
7.35,1147,138,33,236,35,0,Cooling,recipe_4,10.87,0.16,2.02,3.41
8.14,807,74,53,197,22,0,Industrial,recipe_4,11.15,0.17,1.8,2.99
7.14,1688,24,223,49,15,1,Irrigation,recipe_3,52.67,1.54,3.21,3.96
7.64,661,179,327,631,23,1,Construction,recipe_3,44.08,1.78,3.85,4.17
6.26,1484,52,361,130,30,1,Washing,recipe_3,44.89,1.76,3.33,3.75
7.41,931,176,154,358,35,1,Cooling,recipe_3,39.93,1.54,3.5,3.57
7.53,1839,130,331,414,25,0,Cooling,recipe_3,49.96,1.5,3.26,3.94
8.92,410,70,206,672,16,0,Irrigation,recipe_3,40.09,1.69,4.3,4.02
6.31,1233,142,313,336,18,0,Irrigation,recipe_3,49.98,1.51,4.65,3.58
6.89,2561,62,128,449,23,1,Irrigation,recipe_3,38.07,1.57,4.78,4.21
5.67,1841,68,193,739,21,1,Irrigation,recipe_3,44.45,1.35,4.51,4.63
5.44,2360,26,10,584,38,1,Irrigation,recipe_3,47.29,1.29,4.79,4.74
8.29,1273,182,279,354,19,0,Construction,recipe_3,44.51,1.46,3.33,4.25
8.09,910,169,153,257,28,0,Construction,recipe_3,41.56,1.7,3.81,3.48
6.57,1805,82,127,699,21,0,Washing,recipe_3,50.75,1.79,3.58,3.34
5.87,2337,176,390,623,23,1,Irrigation,recipe_3,52.85,1.7,4.3,3.65
7.92,302,23,76,755,15,1,Irrigation,recipe_3,42.43,1.66,3.88,4.02
6.82,518,105,226,799,25,1,Washing,recipe_3,48.93,1.37,4.48,3.3
7.06,935,59,150,667,30,0,Cooling,recipe_3,52.94,1.64,4.46,3.4
6.38,1248,2,159,575,26,0,Irrigation,recipe_2,35.97,0.88,2.93,0.0
7.86,1707,60,341,532,21,1,Washing,recipe_3,36.38,1.8,3.7,3.8
7.45,2412,119,393,797,29,1,Irrigation,recipe_3,39.48,1.59,4.72,3.28
8.95,2433,68,389,698,34,0,Irrigation,recipe_3,39.1,1.47,4.18,4.31
8.89,539,168,334,502,16,0,Cooling,recipe_3,36.54,1.29,4.56,3.23
7.19,1590,167,140,209,29,0,Washing,recipe_3,49.58,1.72,4.72,4.62
6.3,2864,30,317,586,27,1,Irrigation,recipe_3,38.78,1.68,3.66,4.46
8.99,2214,97,76,302,23,1,Industrial,recipe_3,41.37,1.68,3.25,3.38
7.3,459,89,164,68,15,0,Industrial,recipe_1,23.38,0.44,2.35,0.0
7.35,1121,53,37,172,22,0,Industrial,recipe_1,16.4,0.5,2.34,0.0
6.06,1552,156,353,173,23,0,Cooling,recipe_3,43.27,1.61,3.28,4.42
5.86,1855,105,220,52,39,1,Industrial,recipe_3,53.0,1.36,4.78,4.26
5.06,2404,57,353,543,22,1,Industrial,recipe_3,42.09,1.32,3.77,4.16
6.67,624,59,233,554,30,1,Industrial,recipe_3,51.54,1.24,3.2,3.71
8.33,950,125,46,132,33,0,Washing,recipe_2,31.92,0.91,3.56,0.0
8.72,544,123,115,37,23,0,Irrigation,recipe_2,35.9,1.09,2.44,0.0
7.25,674,18,233,687,15,0,Construction,recipe_3,48.83,1.71,3.24,3.22
6.88,954,152,28,333,21,1,Washing,recipe_3,52.04,1.66,4.1,3.93
6.38,2059,28,85,558,28,0,Irrigation,recipe_3,43.53,1.76,3.94,4.54
7.21,2277,199,350,715,35,0,Cooling,recipe_3,40.62,1.76,4.21,3.45
7.12,2330,171,375,589,39,0,Irrigation,recipe_3,42.07,1.42,3.36,3.5
5.28,2970,57,216,633,20,1,Construction,recipe_3,48.44,1.33,3.57,3.98
6.85,1914,3,276,746,15,1,Industrial,recipe_3,50.62,1.64,4.02,3.69
6.85,1734,23,19,662,35,0,Washing,recipe_2,29.78,1.06,2.69,0.0
6.23,338,189,314,645,26,0,Washing,recipe_3,46.01,1.72,4.48,3.8
7.95,1440,120,316,154,30,1,Washing,recipe_3,38.79,1.26,4.2,3.25
5.04,1646,158,307,680,29,0,Irrigation,recipe_3,42.59,1.6,4.7,4.19
6.42,1449,190,367,429,20,0,Construction,recipe_3,45.52,1.45,4.34,3.52
6.02,2082,60,153,651,15,1,Industrial,recipe_3,52.1,1.45,3.42,4.75
8.29,1865,28,283,727,15,1,Cooling,recipe_3,47.07,1.29,3.51,4.13
5.42,1595,134,368,640,30,1,Construction,recipe_3,48.13,1.21,3.27,3.46
7.71,323,186,118,540,26,1,Washing,recipe_3,40.74,1.32,3.6,4.45
7.97,1646,41,176,522,30,1,Washing,recipe_3,45.9,1.42,4.32,4.43
7.83,2070,130,75,369,25,0,Construction,recipe_3,41.78,1.39,4.56,3.22
8.66,1324,165,56,430,21,0,Irrigation,recipe_3,40.72,1.69,3.91,3.92
5.93,509,154,100,656,35,1,Irrigation,recipe_3,48.48,1.72,4.46,3.75
6.06,1703,49,189,229,38,0,Industrial,recipe_4,11.92,0.16,1.8,2.52
8.39,1773,48,345,81,19,1,Construction,recipe_3,41.09,1.21,4.32,3.22
8.75,1057,29,198,577,32,1,Cooling,recipe_3,39.53,1.39,3.31,4.06
8.92,579,124,73,727,16,1,Cooling,recipe_3,39.88,1.25,3.36,3.31
5.66,2283,196,112,41,23,1,Industrial,recipe_3,48.76,1.51,3.44,4.37
5.64,2707,152,143,214,28,0,Cooling,recipe_3,37.04,1.59,3.97,4.08
7.49,833,58,157,482,40,1,Industrial,recipe_3,41.79,1.7,3.54,4.33
8.3,1334,165,397,530,26,0,Washing,recipe_3,38.96,1.53,3.62,4.2
7.16,2966,15,190,209,34,0,Washing,recipe_3,48.95,1.41,3.75,4.3
8.64,462,114,120,469,17,0,Washing,recipe_3,47.88,1.21,3.89,4.64
8.52,1416,165,89,334,28,1,Irrigation,recipe_3,44.97,1.31,4.8,3.9
7.07,2947,7,307,354,23,0,Washing,recipe_3,53.28,1.56,4.48,4.42
6.46,854,195,367,505,17,1,Irrigation,recipe_3,51.17,1.24,3.22,3.96
5.11,2352,121,267,273,39,1,Washing,recipe_3,44.29,1.3,3.46,4.33
6.71,1232,45,369,423,28,1,Construction,recipe_3,47.65,1.63,3.49,3.57
5.13,995,8,283,654,28,1,Washing,recipe_3,37.65,1.56,3.79,4.37
6.89,2032,163,313,781,17,1,Construction,recipe_3,42.13,1.75,3.38,3.92
8.42,2372,96,209,588,22,0,Construction,recipe_3,37.14,1.45,3.58,4.02
8.81,1812,122,358,542,19,1,Cooling,recipe_3,46.56,1.32,3.95,3.94
5.54,1242,137,206,485,25,1,Irrigation,recipe_3,52.17,1.43,4.66,3.33
6.77,1005,177,255,406,34,1,Irrigation,recipe_3,43.19,1.42,3.52,4.67
6.86,2163,127,99,97,21,0,Industrial,recipe_4,11.28,0.24,2.4,3.07
7.72,2695,190,242,684,15,1,Construction,recipe_3,40.7,1.69,4.33,4.11
7.92,1072,49,185,771,19,1,Construction,recipe_3,41.88,1.22,4.24,4.7
6.1,1363,15,372,91,32,1,Irrigation,recipe_3,37.02,1.71,4.22,4.24
8.5,2207,21,130,478,39,0,Construction,recipe_3,36.62,1.63,4.77,3.42
8.47,2247,137,123,487,37,1,Construction,recipe_3,39.33,1.28,3.48,3.81
6.52,391,21,342,215,39,0,Industrial,recipe_2,36.69,1.1,3.31,0.0
7.0,294,115,357,221,37,1,Construction,recipe_3,41.0,1.7,3.79,3.35
6.91,563,197,329,96,37,0,Washing,recipe_3,42.11,1.79,4.7,3.8
5.67,2169,100,304,694,21,1,Construction,recipe_3,38.07,1.73,4.14,3.67
8.68,2131,190,149,341,32,0,Washing,recipe_3,39.66,1.57,3.31,3.83
5.82,425,184,321,86,16,0,Washing,recipe_3,38.83,1.23,4.04,4.73
8.45,1276,154,194,282,18,0,Washing,recipe_3,36.6,1.2,4.63,4.69
7.82,699,103,110,189,25,0,Irrigation,recipe_2,34.8,1.02,2.79,0.0
5.13,781,106,277,696,39,0,Industrial,recipe_3,50.68,1.61,4.19,4.21
5.45,1856,170,371,366,40,0,Cooling,recipe_3,51.94,1.57,4.65,3.99
5.82,461,91,138,254,28,0,Washing,recipe_2,33.83,1.1,3.52,0.0
6.83,1239,77,303,787,40,1,Construction,recipe_3,42.13,1.69,3.8,3.58
7.3,2188,162,38,151,18,0,Washing,recipe_2,41.36,1.03,2.89,0.0
5.91,2501,130,250,211,18,1,Industrial,recipe_3,42.23,1.76,4.55,3.86
6.48,2623,145,356,65,35,1,Cooling,recipe_3,52.0,1.21,3.38,3.31
5.95,2599,184,121,537,40,0,Cooling,recipe_3,45.03,1.4,4.73,4.34
5.2,1941,76,133,640,22,1,Washing,recipe_3,50.84,1.74,3.78,4.32
7.09,537,172,311,680,33,1,Construction,recipe_3,49.59,1.33,4.33,4.76
7.78,2688,177,200,131,30,1,Construction,recipe_3,43.3,1.73,3.22,4.75
6.9,392,10,315,769,28,0,Construction,recipe_3,40.25,1.75,3.49,4.71
6.79,404,182,321,601,37,0,Cooling,recipe_3,39.01,1.29,3.85,3.61
8.57,1943,94,384,704,21,0,Washing,recipe_3,53.27,1.4,3.9,3.86
7.82,1829,178,287,674,26,1,Irrigation,recipe_3,42.51,1.74,4.65,4.0
6.11,335,8,124,518,40,0,Cooling,recipe_2,40.66,1.05,2.42,0.0
7.04,2792,48,369,146,23,0,Cooling,recipe_3,52.28,1.37,3.37,4.64
7.24,1141,31,350,580,33,0,Irrigation,recipe_3,47.71,1.47,3.3,4.53
8.22,1260,164,207,697,18,1,Washing,recipe_3,52.47,1.43,4.52,4.61
6.76,363,34,319,551,34,0,Industrial,recipe_3,37.42,1.53,4.68,4.63
8.57,987,42,90,352,39,1,Construction,recipe_3,41.33,1.41,3.93,3.37
8.68,730,31,94,168,23,1,Construction,recipe_3,36.61,1.67,4.27,4.5
5.09,2411,188,57,41,17,0,Industrial,recipe_3,45.09,1.23,3.8,4.42
8.27,2558,82,317,753,36,1,Industrial,recipe_3,41.87,1.43,4.55,3.36
7.8,2718,39,185,680,25,0,Washing,recipe_3,40.4,1.67,3.32,3.6
7.29,2659,116,59,676,26,0,Cooling,recipe_3,52.99,1.8,3.36,3.82
7.11,563,38,293,778,20,0,Irrigation,recipe_3,41.68,1.44,4.0,3.25
6.29,279,148,27,60,31,0,Cooling,recipe_1,20.26,0.49,1.65,0.0
5.76,1900,127,13,285,18,0,Irrigation,recipe_3,48.42,1.65,3.22,4.15
6.08,2037,4,301,377,19,1,Washing,recipe_3,49.64,1.23,3.42,4.25
6.29,2476,3,19,711,36,0,Cooling,recipe_3,48.94,1.68,3.83,4.03
8.75,2372,161,133,779,26,1,Industrial,recipe_3,52.96,1.56,4.25,3.92
6.93,1778,131,256,786,34,0,Washing,recipe_3,52.26,1.58,3.86,3.99
6.95,822,30,40,551,37,0,Cooling,recipe_2,30.58,1.17,3.34,0.0
8.63,2800,97,20,326,32,1,Cooling,recipe_3,51.95,1.73,3.36,4.27
8.19,1717,72,156,693,22,1,Cooling,recipe_3,53.47,1.68,4.13,4.63
7.51,1011,57,227,589,37,0,Washing,recipe_3,39.52,1.49,3.29,3.77
8.14,1245,72,88,371,33,0,Washing,recipe_4,8.78,0.2,1.82,2.63
8.65,3000,116,94,725,27,1,Industrial,recipe_3,51.13,1.75,3.33,4.74
6.89,1926,32,129,74,25,0,Irrigation,recipe_2,41.24,1.17,3.11,0.0
6.55,1253,166,20,414,36,0,Industrial,recipe_4,10.52,0.19,2.14,2.71
6.73,1040,137,250,129,26,0,Irrigation,recipe_2,35.78,1.05,2.6,0.0
8.81,1624,63,209,437,36,0,Washing,recipe_3,52.15,1.22,4.47,3.33
6.53,2325,199,368,166,21,0,Washing,recipe_3,47.13,1.34,4.18,3.82
8.48,1682,68,286,539,34,1,Irrigation,recipe_3,38.66,1.68,3.55,4.2
6.02,1996,146,202,310,16,1,Cooling,recipe_3,53.99,1.49,4.09,3.9
5.17,911,66,111,797,40,1,Cooling,recipe_3,49.32,1.4,3.37,4.16
6.9,1656,167,104,241,36,1,Cooling,recipe_3,48.79,1.61,4.05,3.78
